ID,Palabra_ES,Categoria,Genero,Traduccion_EN,Traducciones_alt,Frase_ejemplo,Tema,Imagen,Audio
9efbfd92,concierto,noun,♂,concert,,Compraron entradas para el concierto de mañana.,medios_entretenimiento,"<img src=""9efbfd92.jpg"">",[sound:9efbfd92.mp3]
9955fbdf,cuento,noun,♂,story,short story,Escribió un cuento para el concurso literario.,medios_entretenimiento,,
d78acd9c,disco,noun,♂,disc,record,El grupo lanzó su nuevo disco la semana pasada.,medios_entretenimiento,,
558765b1,episodio,noun,♂,episode,,Vieron el último episodio de la serie anoche.,medios_entretenimiento,"<img src=""558765b1.jpg"">",[sound:558765b1.mp3]
7b29fe9f,escena,noun,♀,scene,,Esa escena de la película le hizo llorar.,medios_entretenimiento,"<img src=""7b29fe9f.jpg"">",[sound:7b29fe9f.mp3]
19ae8540,escenario,noun,♂,scenario,stage,El cantante subió al escenario entre aplausos.,medios_entretenimiento,,
15d8feba,espectáculo,noun,♂,show,,El espectáculo empieza a las ocho de la noche.,medios_entretenimiento,"<img src=""15d8feba.jpg"">",[sound:15d8feba.mp3]
c96c3c9c,gira,noun,♀,tour,,La banda empieza su gira por Europa en junio.,viajes,,
9ffea073,música,noun,♀,music,,Escucha música mientras conduce al trabajo.,medios_entretenimiento,"<img src=""9ffea073.jpg"">",[sound:9ffea073.mp3]
aca14ddb,obra,noun,♀,work,play,Fueron a ver una obra de teatro el sábado.,medios_entretenimiento,"<img src=""aca14ddb.jpg"">",[sound:aca14ddb.mp3]
3a05805d,película,noun,♀,movie,,Vieron una película después de cenar.,medios_entretenimiento,"<img src=""3a05805d.jpg"">",[sound:3a05805d.mp3]
56de844e,personaje,noun,♂,character,,Su personaje favorito muere en el último capítulo.,medios_entretenimiento,"<img src=""56de844e.jpg"">",[sound:56de844e.mp3]
d113f1c3,piano,noun,♂,piano,,Aprendió a tocar el piano de adulto.,medios_entretenimiento,,
01b74b3f,pintura,noun,♀,painting,,Compró una pintura para decorar el salón.,medios_entretenimiento,"<img src=""01b74b3f.jpg"">",[sound:01b74b3f.mp3]
4ec61f63,ritmo,noun,♂,rhythm,tempo,Le gusta el ritmo de esa canción.,medios_entretenimiento,,
f263d9a8,serie,noun,♀,series,,Empezaron a ver una serie nueva este fin de semana.,medios_entretenimiento,"<img src=""f263d9a8.jpg"">",[sound:f263d9a8.mp3]
4c16f83f,teatro,noun,♂,theatre,,Estudió teatro antes de dedicarse al cine.,medios_entretenimiento,,
aec07f93,bola,noun,♀,ball,,La bola cayó fuera del campo durante el partido.,deportes,"<img src=""aec07f93.jpg"">",[sound:aec07f93.mp3]
6aa478a1,campeón,noun,♂,champion,,Se convirtió en campeón después de la final.,deportes,,
45e6d18d,competencia,noun,♀,competition,,Ganó la competencia de natación del verano.,deportes,,
a990ba88,entrenador,noun,♂,coach,trainer,El entrenador cambió la táctica en el segundo tiempo.,deportes,"<img src=""a990ba88.jpg"">",[sound:a990ba88.mp3]
a15cbfb1,entrenamiento,noun,♂,training,,Tiene entrenamiento todos los martes y jueves.,deportes,"<img src=""a15cbfb1.jpg"">",[sound:a15cbfb1.mp3]
3d80f352,equipo,noun,♂,team,equipment,Su equipo ganó el campeonato este año.,deportes,"<img src=""3d80f352.jpg"">",[sound:3d80f352.mp3]
c6bd18ac,fútbol,noun,♂,football,soccer,Juegan al fútbol todos los domingos.,deportes,"<img src=""c6bd18ac.jpg"">",[sound:c6bd18ac.mp3]
1a98fcbc,juego,noun,♂,gameplay,game,El juego terminó en empate.,deportes,"<img src=""1a98fcbc.jpg"">",[sound:1a98fcbc.mp3]
ea73c516,jugador,noun,♂,player,,El jugador marcó dos goles en el partido.,deportes,"<img src=""ea73c516.jpg"">",[sound:ea73c516.mp3]
7c6121b0,partido,noun,♂,match,political party,El partido empieza a las cinco de la tarde.,deportes,,
dc6b125a,pelota,noun,♀,ball,,Lanzó la pelota al otro lado del campo.,deportes,"<img src=""dc6b125a.jpg"">",[sound:dc6b125a.mp3]
02d4497a,actitud,noun,♀,attitude,,Tiene una actitud muy positiva en el trabajo.,cualidades_generales,"<img src=""02d4497a.jpg"">",[sound:02d4497a.mp3]
c033ff7f,apoyo,noun,♂,support,,Recibió mucho apoyo de sus compañeros de trabajo.,cualidades_generales,"<img src=""c033ff7f.jpg"">",[sound:c033ff7f.mp3]
f58ec310,aspecto,noun,♂,appearance,,Cambió de aspecto después de las vacaciones.,cualidades_generales,"<img src=""f58ec310.jpg"">",[sound:f58ec310.mp3]
fb4d0c4b,ayuda,noun,♀,help,,Pidió ayuda para terminar el proyecto a tiempo.,cualidades_generales,"<img src=""fb4d0c4b.jpg"">",[sound:fb4d0c4b.mp3]
dccfde88,belleza,noun,♀,beauty,,Quedaron impresionados por la belleza del paisaje.,cualidades_generales,"<img src=""dccfde88.jpg"">",[sound:dccfde88.mp3]
c65aea2c,cambio,noun,♂,change,exchange,El cambio de horario le costó adaptarse.,cualidades_generales,"<img src=""c65aea2c.jpg"">",[sound:c65aea2c.mp3]
b36a035d,causa,noun,♀,cause,,Todavía no saben la causa del accidente.,cualidades_generales,,
70dda5df,color,noun,♂,color,,Pintaron la oficina de un color más claro.,colores,"<img src=""70dda5df.jpg"">",[sound:70dda5df.mp3]
ff7e1c9c,comportamiento,noun,♂,behavior,,Su comportamiento en la reunión sorprendió a todos.,cualidades_generales,"<img src=""ff7e1c9c.jpg"">",[sound:ff7e1c9c.mp3]
aa3dd99b,condición,noun,♀,condition,,Aceptó el trabajo con una condición importante.,cualidades_generales,"<img src=""aa3dd99b.jpg"">",[sound:aa3dd99b.mp3]
fc5364bf,control,noun,♂,control,,Perdió el control del coche en la curva.,cualidades_generales,"<img src=""fc5364bf.jpg"">",[sound:fc5364bf.mp3]
bd707d2b,descanso,noun,♂,break,,Necesita un descanso después de tantas horas de trabajo.,rutina_diaria,"<img src=""bd707d2b.jpg"">",[sound:bd707d2b.mp3]
ce604407,destino,noun,♂,destination,fate,Eligieron un destino nuevo para las vacaciones.,viajes,,
f019564b,detalle,noun,♂,detail,,Se fijó en cada detalle del contrato.,cualidades_generales,,
3fd2e76f,efecto,noun,♂,effect,,El café tiene un efecto inmediato en ella.,cualidades_generales,"<img src=""3fd2e76f.jpg"">",[sound:3fd2e76f.mp3]
dd50bcf3,energía,noun,♀,energy,,Llegó a casa sin energía después del viaje.,cuerpo_salud,"<img src=""dd50bcf3.jpg"">",[sound:dd50bcf3.mp3]
cb5e100e,error,noun,♂,error,mistake,Cometió un error en el informe final.,cualidades_generales,,
690f3262,esfuerzo,noun,♂,effort,,El esfuerzo mereció la pena al final.,cualidades_generales,,
28abf1d6,estilo,noun,♂,style,,Tiene un estilo muy particular para escribir.,cualidades_generales,"<img src=""28abf1d6.jpg"">",[sound:28abf1d6.mp3]
e6050b5c,experiencia,noun,♀,experience,,Tiene mucha experiencia en atención al cliente.,trabajo,"<img src=""e6050b5c.jpg"">",[sound:e6050b5c.mp3]
a05be3f4,forma,noun,♀,shape,way,Encontró una forma más rápida de terminar la tarea.,cualidades_generales,"<img src=""a05be3f4.jpg"">",[sound:a05be3f4.mp3]
1fa0eaa2,fuerza,noun,♀,strength,force,Necesitó mucha fuerza para levantar la caja.,cuerpo_salud,"<img src=""1fa0eaa2.jpg"">",[sound:1fa0eaa2.mp3]
8d281a60,gloria,noun,♀,glory,,Recuerda esos años como su época de gloria.,cualidades_generales,,
703eb6d4,gracia,noun,♀,grace,charm,Su forma de contar historias tiene mucha gracia.,cualidades_generales,,
36468448,habilidad,noun,♂,ability,skill,Tiene mucha habilidad para resolver problemas.,cualidades_generales,"<img src=""36468448.jpg"">",[sound:36468448.mp3]
b2f39f17,honor,noun,♂,honor,,Fue un honor trabajar con ese equipo.,cualidades_generales,,
c42d4239,identidad,noun,♀,identity,,Tuvo que mostrar su identidad para entrar al edificio.,cualidades_generales,"<img src=""c42d4239.jpg"">",[sound:c42d4239.mp3]
2a8be3bf,importancia,noun,♀,importance,,No le dio importancia al comentario.,cualidades_generales,,
6b25cff7,inteligencia,noun,♀,intelligence,,Resolvió el problema con mucha inteligencia.,cualidades_generales,"<img src=""6b25cff7.jpg"">",[sound:6b25cff7.mp3]
6b1db9ea,interés,noun,♂,interest,,El banco cobra un interés del cinco por ciento.,dinero_finanzas,,
5a169ca7,manera,noun,♀,way,,Encontró una manera de resolver el problema.,cualidades_generales,,
c46bfcaf,maravilla,noun,♀,wonder,marvel,Machu Picchu es una maravilla que hay que visitar.,viajes,"<img src=""c46bfcaf.jpg"">",[sound:c46bfcaf.mp3]
e9a23cbc,meta,noun,♀,goal,aim,Su meta es aprender español este año.,cualidades_generales,,
b4bd3c04,modo,noun,♂,mode,way,Puso el teléfono en modo avión durante el vuelo.,tecnologia,,
0bc81bfe,modos,noun,♂,modes,ways,Hay varios modos de configurar el dispositivo.,tecnologia,,
c5fe0408,movimiento,noun,♂,movement,,El movimiento del tráfico se detuvo por el accidente.,cualidades_generales,"<img src=""c5fe0408.jpg"">",[sound:c5fe0408.mp3]
c2705d2c,necesidad,noun,♀,need,,Tiene la necesidad de descansar después del viaje.,cualidades_generales,,
a75c2428,objetivo,noun,♂,objective,"goal, target",El objetivo de la reunión es cerrar el contrato.,trabajo,"<img src=""a75c2428.jpg"">",[sound:a75c2428.mp3]
962aca29,oportunidad,noun,♀,opportunity,chance,Le ofrecieron una buena oportunidad de trabajo en Madrid.,trabajo,"<img src=""962aca29.jpg"">",[sound:962aca29.mp3]
84c729f6,posibilidad,noun,♀,possibility,,Existe la posibilidad de que llueva mañana.,cualidades_generales,"<img src=""84c729f6.jpg"">",[sound:84c729f6.mp3]
ca24ec87,presencia,noun,♀,presence,,Su presencia en la reunión era obligatoria.,cualidades_generales,,
c7cebe52,presión,noun,♀,pressure,blood pressure,El médico le revisó la presión arterial.,cuerpo_salud,,
71d4fa13,principio,noun,♂,principle,beginning,"Al principio, le costó adaptarse a la ciudad.",tiempo_temporal,,
ebb499e5,propósito,noun,♂,purpose,,Su propósito es terminar el proyecto a tiempo.,cualidades_generales,"<img src=""ebb499e5.jpg"">",[sound:ebb499e5.mp3]
64369f62,protección,noun,♀,protection,,Usan cascos como protección en la obra.,cualidades_generales,"<img src=""64369f62.jpg"">",[sound:64369f62.mp3]
bfb0c699,realidad,noun,♀,reality,,"En realidad, no le gusta el plan que propusieron.",cualidades_generales,,
e6af7ae2,reputación,noun,♀,reputation,,La empresa tiene muy buena reputación en el sector.,trabajo,,
3652d257,responsabilidad,noun,♀,responsibility,,Asumió más responsabilidad después del ascenso.,trabajo,,
c3a217d3,resultado,noun,♂,result,,Los resultados de la reunión fueron positivos.,cualidades_generales,"<img src=""c3a217d3.jpg"">",[sound:c3a217d3.mp3]
0ce6b516,suerte,noun,♀,luck,,Tuvo mucha suerte al encontrar ese trabajo.,cualidades_generales,,
b67885ab,talento,noun,♂,talent,skill,Tiene mucho talento para los idiomas.,trabajo,,
01773a8a,valor,noun,♂,value,courage,El valor de la vivienda subió este año.,dinero_finanzas,"<img src=""01773a8a.jpg"">",[sound:01773a8a.mp3]
56b77706,ventaja,noun,♀,advantage,,Hablar inglés le da una ventaja en el trabajo.,trabajo,"<img src=""56b77706.jpg"">",[sound:56b77706.mp3]
d1fded22,vida,noun,♀,life,,Le gusta su vida en la ciudad.,cualidades_generales,"<img src=""d1fded22.jpg"">",[sound:d1fded22.mp3]
70e7164e,voluntad,noun,♀,will,willpower,"Con voluntad, logró terminar el proyecto a tiempo.",cualidades_generales,"<img src=""70e7164e.jpg"">",[sound:70e7164e.mp3]
6dd5e129,éxito,noun,♂,success,,Tuvo mucho éxito con su nuevo negocio.,trabajo,"<img src=""6dd5e129.jpg"">",[sound:6dd5e129.mp3]
12615a0b,accidente,noun,♂,accident,,Tuvo un accidente de coche camino al trabajo.,eventos_circunstancias,,
ebbe12db,acción,noun,♀,action,"share, stock",El precio de la acción subió esta semana.,dinero_finanzas,,
89ba4b3a,acto,noun,♂,act,,El segundo acto de la obra empieza a las nueve.,medios_entretenimiento,,
7051dd9d,alerta,noun,♀,alert,,Recibió una alerta en el móvil sobre el vuelo.,tecnologia,,
d1d0f023,aventura,noun,♀,adventure,,Vivieron una aventura increíble en su viaje a Perú.,viajes,,
ed61db6a,casualidad,noun,♀,coincidence,chance,Se encontraron por casualidad en el aeropuerto.,eventos_circunstancias,,
0f23314e,circunstancia,noun,♀,circumstance,,"Bajo estas circunstancias, es mejor esperar.",eventos_circunstancias,,
c0b3282a,coincidencia,noun,♀,coincidence,,Fue una coincidencia que trabajaran en la misma empresa.,eventos_circunstancias,,
185bce25,comienzo,noun,♂,start,beginning,El comienzo de la reunión se retrasó media hora.,tiempo_temporal,"<img src=""185bce25.jpg"">",[sound:185bce25.mp3]
93162408,crisis,noun,♀,crisis,,La empresa atraviesa una crisis económica.,dinero_finanzas,"<img src=""93162408.jpg"">",[sound:93162408.mp3]
2701e415,cumpleaños,noun,♂,birthdays,birthday,Hoy es el cumpleaños de mi hermana.,familia,"<img src=""2701e415.jpg"">",[sound:2701e415.mp3]
d1a56021,desafío,noun,♂,challenge,,Aprender español fue un gran desafío para él.,trabajo,"<img src=""d1a56021.jpg"">",[sound:d1a56021.mp3]
5a375afb,desastre,noun,♂,disaster,,La fiesta fue un desastre por la lluvia.,eventos_circunstancias,,
00b54ca7,desgracia,noun,♀,disgrace,"misfortune, tragedy",Perder el vuelo fue una desgracia total.,eventos_circunstancias,"<img src=""00b54ca7.jpg"">",[sound:00b54ca7.mp3]
737d650f,emergencia,noun,♀,emergency,,Lo llevaron al hospital en una emergencia.,cuerpo_salud,,
43cfb337,encuentro,noun,♂,encounter,meeting,Tuvieron un encuentro de negocios en Madrid.,trabajo,,
d39867dc,espera,noun,♀,wait,waiting,Pasó media hora en la sala de espera del médico.,rutina_diaria,"<img src=""d39867dc.jpg"">",[sound:d39867dc.mp3]
568db270,fiesta,noun,♀,party,,El sábado hay una fiesta en casa de un compañero de trabajo.,eventos_circunstancias,,
4327092c,incendio,noun,♂,fire,,Un incendio obligó a evacuar el edificio de oficinas.,eventos_circunstancias,"<img src=""4327092c.jpg"">",[sound:4327092c.mp3]
f9295b4b,intento,noun,♂,attempt,,Fue su segundo intento de conseguir el trabajo.,eventos_circunstancias,,
5f923a4a,lío,noun,♂,mess,,Se armó un lío con las reservas del hotel.,eventos_circunstancias,"<img src=""5f923a4a.jpg"">",[sound:5f923a4a.mp3]
e8cbe2b8,misterio,noun,♂,mystery,,La película de misterio le encantó.,medios_entretenimiento,,
5fc8ce8f,navidad,noun,♀,christmas,,Pasan la Navidad con toda la familia.,eventos_circunstancias,,
3ef774a6,ocasión,noun,♀,occasion,opportunity,Es una buena ocasión para hablar con el jefe.,eventos_circunstancias,,
e1d1654e,peligro,noun,♂,danger,,Cruzar la calle sin mirar es un peligro.,eventos_circunstancias,"<img src=""e1d1654e.jpg"">",[sound:e1d1654e.mp3]
153697b4,premio,noun,♂,prize,award,Ganó un premio por su trabajo en la empresa.,eventos_circunstancias,,
e3d3e231,regalo,noun,♂,gift,present,Le compró un regalo de cumpleaños a su hermana.,eventos_circunstancias,"<img src=""e3d3e231.jpg"">",[sound:e3d3e231.mp3]
71862c05,regreso,noun,♂,return,,Su regreso a casa se retrasó por el mal tiempo.,viajes,"<img src=""71862c05.jpg"">",[sound:71862c05.mp3]
53edfd93,reunión,noun,♀,meeting,,Tienen una reunión de trabajo a las diez.,trabajo,,
1f385231,riesgo,noun,♂,risk,,Ese trabajo tiene mucho riesgo.,trabajo,"<img src=""1f385231.jpg"">",[sound:1f385231.mp3]
3dc3584f,situación,noun,♀,situation,,La situación en la oficina es complicada esta semana.,eventos_circunstancias,"<img src=""3dc3584f.jpg"">",[sound:3dc3584f.mp3]
1bdda2f2,vacación,noun,♀,vacation,holiday,Pidió un día de vacación para viajar.,viajes,"<img src=""1bdda2f2.jpg"">",[sound:1bdda2f2.mp3]
d57aae6e,visita,noun,♀,visit,,Hicieron una visita rápida al museo.,viajes,"<img src=""d57aae6e.jpg"">",[sound:d57aae6e.mp3]
2c9890f4,altura,noun,♀,height,,El avión vuela a una altura de diez mil metros.,cantidad_grado,"<img src=""2c9890f4.jpg"">",[sound:2c9890f4.mp3]
96a081d6,cantidad,noun,♀,quantity,amount,Compró una gran cantidad de café para la oficina.,cantidad_grado,,
7f28a31a,distancia,noun,♀,distance,,La distancia entre las dos ciudades es de doscientos kilómetros.,cantidad_grado,,
a25dc04e,edad,noun,♀,age,,¿Qué edad tiene tu compañero de trabajo nuevo?,cantidad_grado,,
d6d85d89,grado,noun,♂,grade,degree,Sacó un buen grado en el curso de inglés.,cantidad_grado,"<img src=""d6d85d89.jpg"">",[sound:d6d85d89.mp3]
327a35a6,kilómetro,noun,♂,kilometer,,El hotel está a dos kilómetros de la playa.,cantidad_grado viajes,,
433e080b,libra,noun,♀,libra,pound,El paquete pesa dos libras.,cantidad_grado,,
cd83e72f,mayoría,noun,♀,majority,,La mayoría de los empleados prefiere trabajar desde casa.,cantidad_grado,,
151dc691,medida,noun,♀,measurement,measure,Tomaron las medidas de la habitación antes de comprar los muebles.,cantidad_grado,,
5e219408,milla,noun,♀,mile,,El aeropuerto está a varias millas del centro.,cantidad_grado viajes,"<img src=""5e219408.jpg"">",[sound:5e219408.mp3]
0205dcd6,millón,noun,♂,million,,La empresa ganó un millón de euros este año.,cantidad_grado,,
7d30ff8f,mitad,noun,♀,half,,Ya terminó la mitad del proyecto.,cantidad_grado,,
d567c9b2,nivel,noun,♂,level,,Tiene un nivel intermedio de inglés.,cantidad_grado,,
9441fcf2,número,noun,♂,number,,Anotó el número de teléfono del cliente.,numeros,,
d0182685,par,noun,♂,pair,,Compró un par de zapatos nuevos para el viaje.,cantidad_grado ropa,,
4d2aa37e,parte,noun,♀,part,,Esa es solo una parte del presupuesto total.,cantidad_grado,"<img src=""4d2aa37e.jpg"">",[sound:4d2aa37e.mp3]
80a93ade,pedazo,noun,♂,piece,,Comió un pedazo de pastel después de la cena.,cantidad_grado comida,"<img src=""80a93ade.jpg"">",[sound:80a93ade.mp3]
db6f49bb,pedazos,noun,♂,pieces,,El jarrón se rompió en mil pedazos.,cantidad_grado,,
e6913614,peso,noun,♂,weight,,El peso de la maleta superaba el límite permitido en el vuelo.,cantidad_grado,"<img src=""e6913614.jpg"">",[sound:e6913614.mp3]
9c6350b0,resto,noun,♂,rest,remainder,Guardó el resto de la comida para mañana.,cantidad_grado,"<img src=""9c6350b0.jpg"">",[sound:9c6350b0.mp3]
c4660dc7,tamaño,noun,♂,size,,¿Qué tamaño de camisa usas?,cantidad_grado ropa,"<img src=""c4660dc7.jpg"">",[sound:c4660dc7.mp3]
b9c47b54,velocidad,noun,♀,speed,,El coche iba a mucha velocidad por la autopista.,cantidad_grado viajes,"<img src=""b9c47b54.jpg"">",[sound:b9c47b54.mp3]
113a7f0c,acceso,noun,♂,access,,Necesita una contraseña para tener acceso al sistema.,tecnologia,"<img src=""113a7f0c.jpg"">",[sound:113a7f0c.mp3]
0ec7a413,agujero,noun,♂,hole,,Hay un agujero en la pared de la cocina.,casa,,
2cecbcbf,asunto,noun,♂,subject,matter,Tienen que resolver un asunto importante en la oficina.,trabajo,,
593616de,base,noun,♀,base,foundation,El salario base no incluye las comisiones.,trabajo,,
85dd4255,bruja,noun,♀,witch,,La película trata sobre una bruja y su gato negro.,medios_entretenimiento,"<img src=""85dd4255.jpg"">",[sound:85dd4255.mp3]
bba38af8,busca,noun,♀,search,,Salió en busca de un mejor trabajo.,cualidades_generales,"<img src=""bba38af8.jpg"">",[sound:bba38af8.mp3]
07be375c,búsqueda,noun,♀,search,,Hizo una búsqueda rápida en internet sobre el hotel.,tecnologia,"<img src=""07be375c.jpg"">",[sound:07be375c.mp3]
3acb8e50,cabrón,noun,♂,bastard,,"No le hables así, no seas cabrón.",lenguaje_coloquial,"<img src=""3acb8e50.jpg"">",[sound:3acb8e50.mp3]
c85066aa,carga,noun,♀,load,charge,El móvil ya tiene el cien por ciento de carga.,tecnologia,"<img src=""c85066aa.jpg"">",[sound:c85066aa.mp3]
fbc71ce3,clave,noun,♀,key,"code, password",Olvidó la clave de su correo electrónico.,tecnologia,"<img src=""fbc71ce3.jpg"">",[sound:fbc71ce3.mp3]
a1e05ee2,cola,noun,♀,tail,"queue, line",Hicieron cola durante media hora para pagar.,rutina_diaria,,
12703dd1,cosa,noun,♀,thing,,Tiene que comprar varias cosas antes del viaje.,cualidades_generales,,
ebfcd3d1,embargo,noun,♂,embargo,seizure,El banco pidió el embargo de la vivienda por falta de pago.,ley_crimen,,
852723f4,entrega,noun,♀,delivery,,La entrega del pedido llegó tarde.,trabajo,"<img src=""852723f4.jpg"">",[sound:852723f4.mp3]
f440b368,exacto,noun,♂,exactly,,—¿Nos vemos a las cinco? —Exacto.,adverbios,,
f71b8edc,fila,noun,♀,row,"line, queue",Espera en la fila del supermercado desde hace diez minutos.,rutina_diaria,,
d7969577,fin,noun,♂,end,,El fin del proyecto está previsto para diciembre.,tiempo_temporal,,
e30d1b8e,fondo,noun,♂,background,fund,Cambió el fondo de pantalla de su ordenador.,tecnologia,"<img src=""e30d1b8e.jpg"">",[sound:e30d1b8e.mp3]
f4c42111,fuente,noun,♀,source,fountain,Quedaron en la fuente de la plaza principal.,ciudad,,
9fbe2661,grupo,noun,♂,group,,Trabaja en un grupo de cinco personas.,trabajo,,
cda01783,guía,noun,♀,guide,guidebook,El guía turístico les mostró el centro histórico.,viajes,"<img src=""cda01783.jpg"">",[sound:cda01783.mp3]
21b12a2e,lado,noun,♂,side,,Prefiere sentarse al lado de la ventana.,cualidades_generales,,
501b1516,línea,noun,♀,line,,Hizo el pedido en línea desde el móvil.,tecnologia,"<img src=""501b1516.jpg"">",[sound:501b1516.mp3]
98ce3010,magia,noun,♀,magic,,El espectáculo de magia sorprendió a todos.,medios_entretenimiento,,
f366d2db,mando,noun,♂,remote,remote control,No encuentra el mando de la televisión.,tecnologia,"<img src=""f366d2db.jpg"">",[sound:f366d2db.mp3]
69754211,marcha,noun,♀,march,gear,Puso el coche en marcha y salieron de viaje.,viajes,,
71954c96,medio,noun,♂,medium,half,Compró medio kilo de manzanas.,cantidad_grado,"<img src=""71954c96.jpg"">",[sound:71954c96.mp3]
2047f9f3,monstruo,noun,♂,monster,,Le dicen «el monstruo» porque trabaja sin parar.,cualidades_generales,,
95eeaab6,olor,noun,♂,smell,,El olor a café recién hecho llenaba la cocina.,comida,,
64b6ad10,paso,noun,♂,step,pace,Dio el primer paso para cambiar de trabajo.,rutina_diaria,,
165b816c,pieza,noun,♀,piece,part,Falta una pieza para reparar la máquina.,trabajo,"<img src=""165b816c.jpg"">",[sound:165b816c.mp3]
47c3da0d,pista,noun,♀,track,clue,El avión esperó en la pista antes de despegar.,viajes,,
5aef6170,posición,noun,♀,position,,Consiguió una posición mejor en la empresa.,trabajo,"<img src=""5aef6170.jpg"">",[sound:5aef6170.mp3]
a6fbce57,problema,noun,♂,problem,,Tuvieron un problema con el vuelo y llegaron tarde.,cualidades_generales,"<img src=""a6fbce57.jpg"">",[sound:a6fbce57.mp3]
51dc2636,proceso,noun,♂,process,,El proceso de contratación dura varias semanas.,trabajo,,
dbf8386a,punto,noun,♂,period,point,Llegaron al punto de encuentro a la hora acordada.,cualidades_generales,,
9a9c9338,puta,noun,♀,whore,,¡Qué puta suerte tengo hoy!,lenguaje_coloquial,"<img src=""9a9c9338.jpg"">",[sound:9a9c9338.mp3]
4914eb81,regla,noun,♀,rule,ruler,Es una regla de la empresa llegar a tiempo.,trabajo,,
cae6f812,respeto,noun,♂,respect,,Todos mostraron sus respetos hacia la familia.,cualidades_generales,,
cae6f812,respecto,noun,♂,regard,,No dijo nada respecto al aumento de sueldo.,adverbios,"<img src=""cae6f812.jpg"">",[sound:cae6f812.mp3]
873e6cd5,ruego,noun,♂,plea,request,Hizo un ruego para que le dieran otra oportunidad.,cualidades_generales,,
0cc8bea8,ruido,noun,♂,noise,,Hay mucho ruido de tráfico en esta calle.,ciudad,,
635277b1,sección,noun,♀,section,department,Trabaja en la sección de ventas.,trabajo,,
9df1c16e,ser,noun,♂,to be,being,Todo ser humano necesita descansar.,cualidades_generales,,
e0ab631b,sesión,noun,♀,session,,La sesión de trabajo terminó a las seis.,trabajo,,
d1dd1bba,silencio,noun,♂,silence,,Pidió silencio durante la reunión.,cualidades_generales,,
4c91d222,sistema,noun,♂,system,,El sistema se cayó durante la videollamada.,tecnologia,"<img src=""4c91d222.jpg"">",[sound:4c91d222.mp3]
5cc00761,socorro,noun,♂,relief,help,Gritó «¡Socorro!» cuando vio el humo.,eventos_circunstancias,,
22c6312f,sonido,noun,♂,sound,,Subió el volumen porque el sonido estaba muy bajo.,tecnologia,,
31e2822c,sujeto,noun,♂,subject,"individual, guy",La policía detuvo a un sujeto sospechoso.,ley_crimen,,
401281b0,tipo,noun,♂,type,"guy, kind",¿Qué tipo de trabajo buscas?,cualidades_generales,,
bcea3607,tomo,noun,♂,tome,volume,Compró el primer tomo de la enciclopedia.,educacion,,
acfe84e2,tonta,noun,♀,silly,,Se sintió un poco tonta por olvidar las llaves.,lenguaje_coloquial,,
39a2078c,tontería,noun,♀,nonsense,,Perder el tiempo así es una tontería.,lenguaje_coloquial,,
7a46aa76,tonto,noun,♂,fool,,No seas tonto y revisa el contrato antes de firmar.,lenguaje_coloquial,,
8ec5be5f,toque,noun,♂,tap,,La pantalla responde al toque.,tecnologia,,
7c91563f,través,noun,♂,through,,Consiguió el trabajo a través de un amigo.,adverbios,"<img src=""7c91563f.jpg"">",[sound:7c91563f.mp3]
f1ab2cae,truco,noun,♂,trick,,El mago hizo un truco increíble con las cartas.,medios_entretenimiento,"<img src=""f1ab2cae.jpg"">",[sound:f1ab2cae.mp3]
0f632877,uso,noun,♂,application,use,El uso del móvil está prohibido durante la reunión.,tecnologia,,
77822715,vistazo,noun,♂,glance,look,Echó un vistazo al correo antes de salir.,rutina_diaria,,
ca0e2e9b,vuelta,noun,♀,return,"stroll, change",Dieron una vuelta por el barrio después de cenar.,rutina_diaria,"<img src=""ca0e2e9b.jpg"">",[sound:ca0e2e9b.mp3]
5ce4e0f1,acordar,verb,∅,agree,,Acordaron reunirse el lunes por la mañana.,verbos,"<img src=""5ce4e0f1.jpg"">",[sound:5ce4e0f1.mp3]
78967f84,admitir,verb,∅,admit,,Admitió que había cometido un error en el informe.,verbos,"<img src=""78967f84.jpg"">",[sound:78967f84.mp3]
dd2e238d,agradecer,verb,∅,thank you,,Le agradeció al equipo su esfuerzo durante el proyecto.,verbos emociones,"<img src=""dd2e238d.jpg"">",[sound:dd2e238d.mp3]
697af34b,asegurar,verb,∅,secure,"make sure, insure",Se aseguró de cerrar bien la puerta antes de salir.,verbos,"<img src=""697af34b.jpg"">",[sound:697af34b.mp3]
9df9b464,bromear,verb,∅,joking,,Siempre bromea con sus compañeros de trabajo.,verbos,,
8e89b116,callar,verb,∅,shut up,be quiet,Prefirió callar en vez de discutir con el jefe.,verbos,,
1bbb40f6,contar,verb,∅,count,tell,Contó el dinero antes de guardarlo en la caja.,verbos cantidad_grado,,
552b49f0,decir,verb,∅,say,,No dijo nada durante toda la reunión.,verbos,"<img src=""552b49f0.jpg"">",[sound:552b49f0.mp3]
6d3cee37,demostrar,verb,∅,demonstrate,prove,Demostró que el proyecto podía terminarse a tiempo.,verbos,,
42d994ea,disculpar,verb,∅,excuse me,apologize,Se disculpó por llegar tarde a la reunión.,verbos emociones,"<img src=""42d994ea.jpg"">",[sound:42d994ea.mp3]
372cef00,discutir,verb,∅,discuss,argue,Discutieron sobre el presupuesto durante horas.,verbos emociones,"<img src=""372cef00.jpg"">",[sound:372cef00.mp3]
